Age,Primary streaming service,Primary_streaming_service_in_numbers,Hours_per_day_percentage,Anxiety,Depression,Insomnia,OCD,Overall_Mental_Health_out_of_100
21.0,Spotify,1,16.666666666666664,4.0,6.0,3.0,4.0,42.5
17.0,Spotify,1,4.166666666666666,9.0,8.0,4.0,0.0,52.5
23.0,Spotify,1,8.333333333333332,5.0,7.0,10.0,2.0,60.0
17.0,Spotify,1,4.166666666666666,8.0,3.0,9.0,2.0,55.0
22.0,Spotify,1,12.5,10.0,10.0,6.0,8.0,85.0
17.0,Spotify,1,20.833333333333336,7.0,7.0,5.0,5.0,60.0
19.0,Spotify,1,20.833333333333336,10.0,8.0,1.0,0.0,47.5
19.0,Spotify,1,16.666666666666664,8.0,6.0,2.0,0.0,40.0
16.0,Spotify,1,25.0,10.0,7.0,6.0,10.0,82.5
19.0,Spotify,1,25.0,6.0,6.0,8.0,0.0,50.0
13.0,Spotify,1,4.166666666666666,10.0,10.0,8.0,4.0,80.0
18.0,Apple Music,4,75.0,9.0,8.0,5.0,10.0,80.0
26.0,YouTube Music,3,4.166666666666666,0.0,0.0,0.0,0.0,0.0
14.0,Other streaming service,6,29.166666666666668,7.0,3.0,1.0,2.0,32.5
21.0,I do not use a streaming service.,5,2.083333333333333,6.0,2.0,2.0,0.0,25.0
21.0,Spotify,1,8.333333333333332,7.0,6.0,4.0,6.0,57.5
17.0,Spotify,1,8.333333333333332,7.0,6.0,0.0,9.0,55.0
18.0,Spotify,1,4.166666666666666,3.0,2.0,2.0,5.0,30.0
19.0,Other streaming service,6,25.0,2.0,2.0,2.0,2.0,20.0
19.0,Spotify,1,20.833333333333336,2.0,3.0,2.0,1.0,20.0
29.0,YouTube Music,3,8.333333333333332,2.0,2.0,2.0,5.0,27.5
